ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	Fe/H	e1_Fe/H	e2_Fe/H	Ref	logg	elogg1	elogg2	logg_from_M,R	L	eL1	eL2	L_from_SB	class	type	orbit_a	eOrbit_a	R/a	detached	well_detached	source	mode	database	rho	erho1	erho2
HW_CMa_B	1,719	0,011	0,011	1,649	0,018	0,018	7560	150	150	0,33	0,1	0,1	NA	4,242	0,01	0,01	NA	7,98	0,71	0,71	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,0915219575163869	0,0030537654727529466	0,0030537654727529466
IM_Vir_A	0,981	0,012	0,012	1,062	0,016	0,016	5570	100	100	-0,1	0,25	0,25	NA	4,379	0,014	0,014	NA	0,975	0,082	0,082	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,1955270499568795	0,009155318361996904	0,009155318361996904
IM_Vir_B	0,664	0,005	0,005	0,681	0,013	0,013	4250	130	130	-0,1	0,25	0,25	NA	4,594	0,017	0,017	NA	0,136	0,02	0,02	NA	PMS	K	NA	NA	NA	NA	NA	eker14	EB	NA	0,5019241986941838	0,028991974569743017	0,028991974569743017
IQ_Per_B	1,733	0,02	0,02	1,509	0,02	0,02	7670	100	100	NA	NA	NA	NA	4,324	0,013	0,013	NA	7,079	0,437	0,437	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,12040436568472891	0,004985029735669402	0,004985029735669402
IT_Cas_A	1,33	0,009	0,009	1,603	0,015	0,015	6470	110	110	NA	NA	NA	NA	4,158	0,009	0,009	NA	4,046	0,309	0,309	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,07708368439537025	0,0022259024153453593	0,0022259024153453593
IT_Cas_B	1,328	0,008	0,008	1,569	0,04	0,04	6470	110	110	NA	NA	NA	NA	4,175	0,02	0,02	NA	3,873	0,364	0,364	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,08208062127080029	0,006297119617648172	0,006297119617648172
Kepler-34A	1,0479	0,0033	0,003	1,1618	0,0027	0,0031	5913	130	130	-0,07	0,15	0,15	NA	4,3284	0,0021	0,0021	NA	1,49	0,13	0,13	NA	MS	G	NA	NA	NA	NA	NA	welsh12	EB	NA	0,15952807131596172	0,0012204171541816834	0,001356205936659709
Kepler-34B	1,0208	0,0022	0,0022	1,0927	0,0032	0,0027	5867	130	130	-0,07	0,15	0,15	NA	4,3703	0,0022	0,0022	NA	1,28	0,11	0,11	NA	MS	G	NA	NA	NA	NA	NA	welsh12	EB	NA	0,18678810788935415	0,0016896957088333934	0,0014419609513346933
Kepler-35A	0,8876	0,0051	0,0053	1,0284	0,002	0,0019	5606	150	150	-0,34	0,2	0,2	NA	4,3623	0,002	0,002	NA	0,94	0,1	0,1	NA	MS	G	NA	NA	NA	NA	NA	welsh12	EB	NA	0,19482401103161928	0,0015953422297377035	0,001587248312375175
Kepler-35B	0,8094	0,0041	0,0044	0,7861	0,002	0,0022	5202	100	100	-0,34	0,2	0,2	NA	4,5556	0,0016	0,0016	NA	0,41	0,03	0,03	NA	MS	G	NA	NA	NA	NA	NA	welsh12	EB	NA	0,3977784049263859	0,003643874511505529	0,003978623961444989
KIC_6131659_A	0,922	0,007	0,007	0,88	0,003	0,003	5660	140	140	-0,21	0,1	0,1	NA	4,50576557675329	0,0044316972988704	0,0044316972988704	NA	0,713	0,078	0,078	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,32299388132761325	0,004114065636619203	0,004114065636619203
KIC_6131659_B	0,685	0,005	0,005	0,64	0,006	0,006	4780	105	105	-0,21	0,1	0,1	NA	4,65333062352465	0,0087383011588306	0,0087383011588306	NA	0,192	0,019	0,019	NA	MS	K	NA	NA	NA	NA	NA	eker14	EB	NA	0,6238239441944978	0,01812629905303512	0,01812629905303512
KW_Hya_A	1,978	0,036	0,036	2,125	0,016	0,016	7998	205	205	NA	NA	NA	NA	NA	NA	NA	NA	16,596	1,601	1,601	NA	MS	A	NA	NA	NA	NA	NA	malkov07	EB	NA	0,0492108509404988	0,001427518263485177	0,001427518263485177
KW_Hya_B	1,485	0,017	0,017	1,486	0,022	0,022	6900	200	200	NA	NA	NA	NA	4,268	0,01	0,01	NA	4,498	0,607	0,607	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,10803921402531011	0,004955342383639829	0,004955342383639829
LL_Aqr_A	1,223	0,058	0,058	1,325	0,02	0,02	6680	160	160	0,02	0,04	0,04	NA	4,281	0,009	0,009	NA	3,141	0,351	0,351	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,1255134343016937	0,00823010483269167	0,00823010483269167
LL_Aqr_B	1,055	0,051	0,051	1,005	0,016	0,016	6200	160	160	0,02	0,04	0,04	NA	4,457	0,01	0,01	NA	1,34	0,163	0,163	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,24812222390231903	0,016861372766138704	0,016861372766138704
LV_Her_A	1,192	0,01	0,01	1,358	0,012	0,012	6060	150	150	0,08	0,21	0,21	NA	4,249	0,008	0,008	NA	2,234	0,25	0,25	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,11362877802781007	0,00315948728808487	0,00315948728808487
LV_Her_B	1,169	0,008	0,008	1,313	0,011	0,011	6030	150	150	0,08	0,21	0,21	NA	4,27	0,008	0,008	NA	2,046	0,229	0,229	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,12329109892916199	0,0032115255404651464	0,0032115255404651464
MP_Del_A	1,559	0,085	0,085	2,429	0,046	0,046	7400	120	120	NA	NA	NA	NA	3,86	0,011	0,011	NA	15,885	1,294	1,294	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,02597018010314149	0,002044966056793049	0,002044966056793049
MP_Del_B	1,248	0,074	0,074	1,576	0,03	0,03	6927	120	120	NA	NA	NA	NA	4,14	0,013	0,013	NA	5,129	0,443	0,443	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,07611273651131766	0,006265814541707023	0,006265814541707023
MW_UMa_A	1,257	0,095	0,095	1,258	0,01	0,01	6514	130	130	NA	NA	NA	NA	4,36	0,004	0,004	NA	2,559	0,228	0,228	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,15073175128655733	0,01194547517642008	0,01194547517642008
MW_UMa_B	1,124	0,091	0,091	1,138	0,01	0,01	6112	22	22	NA	NA	NA	NA	4,37	0,004	0,004	NA	1,622	0,038	0,038	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,1820752503416551	0,015502739402730741	0,015502739402730741
MY_Cyg_A	1,811	0,025	0,025	2,193	0,05	0,05	6998	163	163	NA	NA	NA	NA	NA	NA	NA	NA	10,233	0,987	0,987	NA	MS	F	NA	NA	NA	NA	NA	malkov07	EB	NA	0,04099340053858733	0,0028604612517106275	0,0028604612517106275
MY_Cyg_B	1,786	0,03	0,03	2,193	0,05	0,05	7047	164	164	NA	NA	NA	NA	NA	NA	NA	NA	10,715	1,034	1,034	NA	MS	F	NA	NA	NA	NA	NA	malkov07	EB	NA	0,04042750599774543	0,002847380983043197	0,002847380983043197
OO_Peg_A	1,759	0,031	0,031	2,204	0,081	0,081	8770	150	150	NA	NA	NA	NA	3,99	0,04	0,04	NA	25,823	2,885	2,885	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,03922314917067047	0,0043794110011206215	0,0043794110011206215
OO_Peg_B	1,7	0,03	0,03	1,379	0,05	0,05	8683	180	180	NA	NA	NA	NA	4,39	0,04	0,04	NA	9,705	1,209	1,209	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,1547631332217867	0,017054381116373685	0,017054381116373685
PT_Vel_A	2,199	0,016	0,016	2,095	0,02	0,02	9247	150	150	NA	NA	NA	NA	4,138	0,008	0,008	NA	28,84	2,063	2,063	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,057093220089844306	0,001687071717066249	0,001687071717066249
PT_Vel_B	1,626	0,009	0,009	1,56	0,02	0,02	7638	180	180	NA	NA	NA	NA	4,263	0,011	0,011	NA	7,43	0,811	0,811	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,1022487804816787	0,003973160238353938	0,003973160238353938
PV_Cas_A	2,827	0,05	0,05	2,243	0,035	0,035	10000	233	233	NA	NA	NA	NA	NA	NA	NA	NA	44,668	4,31	4,31	NA	MS	B	NA	NA	NA	NA	NA	malkov07	EB	NA	0,059806636483156754	0,002992847122416481	0,002992847122416481
PV_Cas_B	2,768	0,054	0,054	2,287	0,035	0,035	10000	233	233	NA	NA	NA	NA	NA	NA	NA	NA	46,774	4,513	4,513	NA	MS	B	NA	NA	NA	NA	NA	malkov07	EB	NA	0,05524321974471029	0,0027557841370085957	0,0027557841370085957
PV_Pup_A	1,539	0,012	0,012	1,536	0,016	0,016	6920	300	300	NA	NA	NA	NA	4,256	0,01	0,01	NA	4,853	1,022	1,022	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,10138562049237677	0,0032654354155640056	0,0032654354155640056
PV_Pup_B	1,527	0,014	0,014	1,493	0,016	0,016	6930	300	300	NA	NA	NA	NA	4,278	0,01	0,01	NA	4,613	0,972	0,972	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,10953956314338012	0,0036621001765132764	0,0036621001765132764
RR_Lyn_A	1,935	0,008	0,008	2,579	0,02	0,02	7570	100	100	NA	NA	NA	NA	3,9	0,005	0,005	NA	19,588	1,161	1,161	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,026930122791427424	0,0006363408327064957	0,0006363408327064957
RR_Lyn_B	1,52	0,004	0,004	1,596	0,03	0,03	6980	100	100	NA	NA	NA	NA	4,214	0,018	0,018	NA	5,433	0,402	0,402	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,08925988389559163	0,005038929988654835	0,005038929988654835
RS_Cha_A	1,893	0,01	0,01	2,168	0,061	0,061	7638	76	76	0,17	0,07	0,07	NA	4,05	0,06	0,06	NA	14,355	1,062	1,062	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,04434903466269877	0,0037508078150593257	0,0037508078150593257
RS_Cha_B	1,871	0,01	0,01	2,379	0,06	0,06	7228	72	72	0,17	0,07	0,07	NA	3,936	0,06	0,06	NA	13,868	0,958	0,958	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,033174306443805264	0,0025162904816451296	0,0025162904816451296
RT_And_A	1,24	0,03	0,03	1,256	0,015	0,015	6100	150	150	NA	NA	NA	NA	4,334	0,01	0,01	NA	1,959	0,209	0,209	NA	MS	F	NA	NA	NA	NA	NA	torres10	EB	NA	0,14940466485792397	0,006459009542697601	0,006459009542697601
RT_And_B	0,907	0,017	0,017	0,906	0,011	0,011	4880	100	100	NA	NA	NA	NA	4,481	0,01	0,01	NA	0,418	0,037	0,037	NA	PMS	K	NA	NA	NA	NA	NA	torres10	EB	NA	0,2911615915959503	0,011926969447073476	0,011926969447073476
RT_CrB_A	1,356	0,01	0,01	2,946	0,051	0,074	5134	100	100	NA	NA	NA	NA	3,632	0,015	0,015	NA	5,4322988332612	0,463150568471118	0,50359756863661	NA	PMS	K	NA	NA	NA	NA	NA	eker14	EB	NA	0,012661141215754021	0,000664150348851056	0,00095865614237418
RT_CrB_B	1,343	0,009	0,009	2,615	0,044	0,064	5781	100	100	NA	NA	NA	NA	3,731	0,014	0,014	NA	6,88097490894914	0,529433476569702	0,583200735277918	NA	PMS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,017929671131930655	0,0009129950866816373	0,0013219143680578815
RW_Lac_A	0,928	0,006	0,006	1,193	0,004	0,004	5760	100	100	NA	NA	NA	NA	4,257	0,003	0,003	NA	1,406	0,104	0,104	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,1304782237650062	0,0015601827866863222	0,0015601827866863222
RW_Lac_B	0,87	0,004	0,004	0,97	0,004	0,004	5560	150	150	NA	NA	NA	NA	4,409	0,004	0,004	NA	0,807	0,098	0,098	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,22757022584750883	0,0030034426038672846	0,0030034426038672846
RX_Her_A	2,75	0,06	0,06	2,44	0,1	0,1	10351	740	740	NA	NA	NA	NA	NA	NA	NA	NA	61,66	19,624	19,624	NA	MS	B	NA	NA	NA	NA	NA	malkov07	EB	NA	0,04519335733594362	0,005643370572980958	0,005643370572980958
RX_Her_B	2,33	0,05	0,05	1,96	0,1	0,1	9660	455	455	NA	NA	NA	NA	NA	NA	NA	NA	30,2	6,954	6,954	NA	MS	A	NA	NA	NA	NA	NA	malkov07	EB	NA	0,07387527280647496	0,011418029117444417	0,011418029117444417
RZ_Cha_A	1,493	0,022	0,022	2,256	0,016	0,016	6450	150	150	NA	NA	NA	NA	3,905	0,006	0,006	NA	7,907	0,783	0,783	NA	MS	F	NA	NA	NA	NA	NA	torres10	EB	NA	0,03104230148452125	0,0008034059979379022	0,0008034059979379022
RZ_Cha_B	1,493	0,022	0,022	2,256	0,016	0,016	6450	150	150	NA	NA	NA	NA	3,905	0,006	0,006	NA	7,907	0,783	0,783	NA	MS	F	NA	NA	NA	NA	NA	torres10	EB	NA	0,03104230148452125	0,0008034059979379022	0,0008034059979379022
SS_Lac_A	2,85	0,19	0,19	3,33	0,06	0,06	9506	154	154	NA	NA	NA	NA	NA	NA	NA	NA	80,91	6,187	6,187	NA	MS	A	NA	NA	NA	NA	NA	malkov07	EB	NA	0,01842568109103754	0,001581422141294104	0,001581422141294104
SS_Lac_B	2,77	0,18	0,18	3,17	0,06	0,06	9506	154	154	NA	NA	NA	NA	NA	NA	NA	NA	73,282	5,604	5,604	NA	MS	A	NA	NA	NA	NA	NA	malkov07	EB	NA	0,020759331931423954	0,001791433793377991	0,001791433793377991
SV_Cam_A	1,575	0,064	0,064	1,47	0,053	0,053	6038	58	58	NA	NA	NA	NA	4,29264588862927	0,0359465783805412	0,0359465783805412	NA	2,576	0,229	0,229	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,118369535827256	0,01367692693805932	0,01367692693805932
SV_Cam_B	0,934	0,064	0,064	1,001	0,064	0,064	4804	143	143	NA	NA	NA	NA	4,39947872127146	0,0630050568229915	0,0630050568229915	NA	0,479	0,101	0,101	NA	PMS	K	NA	NA	NA	NA	NA	eker14	EB	NA	0,22230848267596104	0,04527988498929912	0,04527988498929912
SW_CMa_A	2,24	0,014	0,014	3,015	0,02	0,02	8200	150	150	0,49	0,15	0,15	NA	3,83	0,007	0,007	NA	36,898	3,005	3,005	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,019511805565778285	0,000406994142595921	0,000406994142595921
SW_CMa_B	2,105	0,018	0,018	2,496	0,042	0,042	8100	150	150	0,61	0,15	0,15	NA	3,967	0,015	0,015	NA	24,099	2,143	2,143	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,03231690397765042	0,0016546219619875404	0,0016546219619875404
SZ_Cen_A	2,311	0,026	0,026	4,556	0,032	0,032	8100	300	300	NA	NA	NA	NA	3,485	0,006	0,006	NA	80,168	12,943	12,943	NA	MS	A	NA	NA	NA	NA	NA	torres10	EB	NA	0,005833916246372077	0,00013935204508727566	0,00013935204508727566
SZ_Cen_B	2,272	0,021	0,021	3,626	0,026	0,026	8380	300	300	NA	NA	NA	NA	3,676	0,006	0,006	NA	58,21	8,933	8,933	NA	MS	A	NA	NA	NA	NA	NA	torres10	EB	NA	0,011377224254078548	0,0002663749605616069	0,0002663749605616069
TU_Cam_B	1,5	0,1	0,1	1,52	0,04	0,04	7228	237	237	NA	NA	NA	NA	NA	NA	NA	NA	5,623	0,686	0,686	NA	MS	F	NA	NA	NA	NA	NA	malkov07	EB	NA	0,1019698747644417	0,010536568142038712	0,010536568142038712
TV_Cet_A	1,385	0,052	0,052	1,484	0,02	0,02	6902	150	150	NA	NA	NA	NA	4,231	0,02	0,02	NA	4,487	0,444	0,444	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,10117179637700159	0,005582193496363144	0,005582193496363144
TV_Cet_B	1,27	0,04	0,04	1,26	0,05	0,05	6353	103	103	NA	NA	NA	NA	NA	NA	NA	NA	2,317	0,224	0,224	NA	MS	F	NA	NA	NA	NA	NA	malkov07	EB	NA	0,15156658877634036	0,018664450066962136	0,018664450066962136
TV_Nor_A	2,048	0,022	0,022	1,851	0,012	0,012	9120	148	148	NA	NA	NA	NA	4,221	0,01	0,01	NA	21,281	1,522	1,522	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,07709426755941122	0,0017129092172189476	0,0017129092172189476
TV_Nor_B	1,661	0,018	0,018	1,56	0,014	0,014	7798	108	108	NA	NA	NA	NA	4,278	0,012	0,012	NA	8,072	0,498	0,498	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,10444970749081693	0,0030313624487006015	0,0030313624487006015
TX_Her_A	1,607	0,04	0,04	1,688	0,03	0,03	7534	200	200	NA	NA	NA	NA	4,19	0,03	0,03	NA	8,241	1,048	1,048	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,07976455388853039	0,004693468983171069	0,004693468983171069
TX_Her_B	1,441	0,03	0,03	1,428	0,03	0,03	6678	211	211	NA	NA	NA	NA	4,29	0,03	0,03	NA	3,639	0,558	0,558	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,11813830872779023	0,00784139648657972	0,00784139648657972
TYC_2489-1972-1_A	1,53	0,009	0,009	1,576	0,009	0,009	6950	140	140	NA	NA	NA	NA	4,23	0,01	0,01	NA	5,2	0,462	0,462	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,09331128754993272	0,0016902144123250478	0,0016902144123250478
TYC_2489-1972-1_B	1,299	0,007	0,007	1,365	0,008	0,008	6440	140	140	NA	NA	NA	NA	4,28	0,01	0,01	NA	2,877	0,278	0,278	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,121933372982401	0,0022423151076960126	0,0022423151076960126
TYC_3121-1659-1_A	1,369	0,23	0,23	1,602	0,09	0,09	6700	150	150	NA	NA	NA	NA	4,17	0,03	0,03	NA	4,645	0,775	0,775	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,07949271013563171	0,01891717201154214	0,01891717201154214
TYC_3121-1659-1_B	0,324	0,041	0,041	0,861	0,06	0,06	3170	150	150	NA	NA	NA	NA	4,08	0,05	0,05	NA	0,067	0,021	0,021	NA	PMS	M	NA	NA	NA	NA	NA	eker14	EB	NA	0,12118446406713751	0,0296144054114541	0,0296144054114541
TYC_455-1084-1_A	2,06	0,15	0,15	4,017	0,094	0,094	7920	15	15	NA	NA	NA	NA	3,545	0,014	0,014	NA	57,016	2,825	2,825	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,0075870529649944875	0,000767394784231929	0,000767394784231929
TYC_455-1084-1_B	1,869	0,14	0,14	2,969	0,07	0,07	7608	15	15	NA	NA	NA	NA	3,765	0,015	0,015	NA	26,485	1,312	1,312	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,017048654093388717	0,00175641039987078	0,00175641039987078
TYC_4589-2999-1_A	1,815	0,101	0,101	2,011	0,04	0,04	5830	40	40	NA	NA	NA	NA	4,08205248817865	0,029707696087641	0,029707696087641	NA	4,198	0,218	0,218	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,053278477801174055	0,004347130563358138	0,004347130563358138
TYC_4589-2999-1_B	0,838	0,105	0,105	0,846	0,02	0,02	4616	116	116	NA	NA	NA	NA	4,49850329255223	0,0581617361449256	0,0581617361449256	NA	0,292	0,036	0,036	NA	PMS	K	NA	NA	NA	NA	NA	eker14	EB	NA	0,3304032573179218	0,04757072551711083	0,04757072551711083
TYC_4749-560-1_A	0,834	0,006	0,006	0,848	0,005	0,005	5340	200	200	NA	NA	NA	NA	4,503	0,005	0,005	NA	0,525	0,093	0,093	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,32650503627253874	0,006234848807254509	0,006234848807254509
TYC_4749-560-1_B	0,828	0,006	0,006	0,833	0,005	0,005	5125	200	200	NA	NA	NA	NA	4,515	0,005	0,005	NA	0,43	0,08	0,08	NA	MS	K	NA	NA	NA	NA	NA	eker14	EB	NA	0,34198473669844315	0,0066381107843487075	0,0066381107843487075
TYC_5082-1517-1_A	1,724	0,04	0,04	1,78	0,2	0,2	7250	30	30	NA	NA	NA	NA	4,18	0,12	0,12	NA	7,852	2,287	2,287	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,07297744348255762	0,02465734312813364	0,02465734312813364
TYC_5082-1517-1_B	1,339	0,03	0,03	1,32	0,07	0,07	6425	30	30	NA	NA	NA	NA	4,33	0,07	0,07	NA	2,667	0,319	0,319	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,1389857177143646	0,02232955609979807	0,02232955609979807
TZ_For_A	1,945	0,03	0,03	3,974	0,09	0,09	6350	100	100	-0,05	0,05	0,05	NA	3,532	0,02	0,02	NA	23,067	1,936	1,936	NA	PMS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,007398563541565341	0,000515461094594332	0,000515461094594332
TZ_For_B	2,045	0,06	0,06	8,349	0,12	0,12	5000	100	100	0,02	0,1	0,1	NA	2,91	0,017	0,017	NA	39,084	3,672	3,672	NA	PMS	K	NA	NA	NA	NA	NA	eker14	EB	NA	0,0008388828578157239	4,375133745023775e-05	4,375133745023775e-05
TZ_Men_A	2,482	0,025	0,025	2,017	0,02	0,02	10400	500	500	NA	NA	NA	NA	4,224	0,009	0,009	NA	42,756	9,124	9,124	NA	MS	B	NA	NA	NA	NA	NA	torres10	EB	NA	0,07220968878164044	0,0022678309984902716	0,0022678309984902716
TZ_Men_B	1,5	0,01	0,01	1,433	0,014	0,014	7200	300	300	NA	NA	NA	NA	4,302	0,008	0,008	NA	4,955	0,907	0,907	NA	MS	F	NA	NA	NA	NA	NA	torres10	EB	NA	0,1216925743672919	0,003657808811797195	0,003657808811797195
TZ_Pyx_A	2,075	0,04	0,04	2,356	0,033	0,033	7468	203	203	NA	NA	NA	NA	4,00266752881798	0,0147683606150751	0,0147683606150751	NA	15,488	1,97	1,97	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,03787944728474445	0,0017512101920204351	0,0017512101920204351
TZ_Pyx_B	2,003	0,079	0,079	2,026	0,031	0,031	7521	208	208	NA	NA	NA	NA	4,11840206724505	0,0216802688355969	0,0216802688355969	NA	11,803	1,532	1,532	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,05750081720051388	0,003479958209209692	0,003479958209209692
UV_Leo_A	0,99	0,04	0,04	1,08	0,04	0,04	5861	68	68	NA	NA	NA	NA	NA	NA	NA	NA	1,23	0,119	0,119	NA	MS	G	NA	NA	NA	NA	NA	malkov07	EB	NA	0,1876183528389541	0,022181985027509787	0,022181985027509787
UV_Leo_B	0,92	0,04	0,04	1,08	0,04	0,04	5861	68	68	NA	NA	NA	NA	NA	NA	NA	NA	1,23	0,119	0,119	NA	MS	G	NA	NA	NA	NA	NA	malkov07	EB	NA	0,17435240869882607	0,020802834961626528	0,020802834961626528
UV_Psc_A	0,983	0,009	0,009	1,117	0,02	0,02	5780	100	100	NA	NA	NA	NA	4,335	0,016	0,016	NA	1,25	0,105	0,105	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,16838577076356936	0,009175340895494067	0,009175340895494067
UV_Psc_B	0,764	0,004	0,004	0,835	0,018	0,018	4750	80	80	NA	NA	NA	NA	4,478	0,019	0,019	NA	0,318	0,027	0,027	NA	PMS	K	NA	NA	NA	NA	NA	torres10	EB	NA	0,3132891272064849	0,02032690168391349	0,02032690168391349
UW_Lmi_A	1,156	0,022	0,022	1,269	0,052	0,052	6500	250	250	NA	NA	NA	NA	4,28	0,03	0,03	NA	2,582	0,544	0,544	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,13504681886661987	0,01679926182275441	0,01679926182275441
UW_Lmi_B	1,136	0,022	0,022	1,248	0,062	0,062	6500	250	250	NA	NA	NA	NA	4,29	0,04	0,04	NA	2,495	0,56	0,56	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,13952305147215535	0,02096911831083628	0,02096911831083628
UX_Men_A	1,235	0,006	0,006	1,349	0,013	0,013	6200	100	100	0,04	0,1	0,1	NA	4,272	0,003	0,003	NA	2,415	0,173	0,173	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,12009985948285429	0,0035208083406213743	0,0035208083406213743
UX_Men_B	1,196	0,007	0,007	1,275	0,013	0,013	6150	100	100	0,04	0,1	0,1	NA	4,306	0,01	0,01	NA	2,089	0,155	0,155	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,13775647334764954	0,004290170768244754	0,004290170768244754
UZ_Dra_A	1,345	0,02	0,02	1,311	0,03	0,03	6210	110	110	NA	NA	NA	NA	4,33	0,03	0,03	NA	2,296	0,21	0,21	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,14250352259813306	0,010009713982744903	0,010009713982744903
UZ_Dra_B	1,236	0,02	0,02	1,15	0,02	0,02	5985	110	110	NA	NA	NA	NA	4,4	0,03	0,03	NA	1,524	0,136	0,136	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,19401546116043333	0,010598198941697112	0,010598198941697112
V1031_Ori_A	2,467	0,018	0,018	4,349	0,034	0,034	7850	500	500	NA	NA	NA	NA	3,56	0,007	0,007	NA	64,417	22,08	22,08	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,007159988375098715	0,00017586637962217346	0,00017586637962217346
V1031_Ori_B	2,281	0,017	0,017	3,006	0,064	0,064	8400	500	500	NA	NA	NA	NA	3,85	0,019	0,019	NA	40,365	12,846	12,846	NA	MS	A	NA	NA	NA	NA	NA	eker14	EB	NA	0,02004793969244182	0,0012891948100465184	0,0012891948100465184
V1061_Cyg_A	1,281	0,015	0,015	1,616	0,017	0,017	6180	100	100	NA	NA	NA	NA	4,129	0,011	0,011	NA	3,42	0,253	0,253	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,0724663606608587	0,002439341788721329	0,002439341788721329
V1061_Cyg_B	0,931	0,007	0,007	0,974	0,02	0,02	5300	150	150	NA	NA	NA	NA	4,43	0,018	0,018	NA	0,671	0,092	0,092	NA	MS	G	NA	NA	NA	NA	NA	eker14	EB	NA	0,24053827993160376	0,014927517075229626	0,014927517075229626
V1130_Tau_A	1,392	0,008	0,008	1,784	0,011	0,011	6625	70	70	-0,25	0,1	0,1	NA	4,08	0,006	0,006	NA	5,508	0,26	0,26	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,05852832236791894	0,0011336930115294556	0,0011336930115294556
V1130_Tau_B	1,306	0,008	0,008	1,49	0,01	0,01	6650	70	70	-0,25	0,1	0,1	NA	4,208	0,006	0,006	NA	3,899	0,184	0,184	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,09425312588465633	0,001983596848773349	0,001983596848773349
V1143_Cyg_A	1,388	0,016	0,016	1,347	0,023	0,023	6460	100	100	NA	NA	NA	NA	4,323	0,016	0,016	NA	2,838	0,217	0,217	NA	MS	F	NA	NA	NA	NA	NA	eker14	EB	NA	0,1355807617553965	0,007118797430755347	0,007118797430755347
