hostname,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim
PSR J1719-1438,<a refstr=BAILES_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Sci...333.1717B/abstract target=ref> Bailes et al. 2011 </a>,,4500.0,,,1.0,,,,,1.4,,,0.0,,,,,,,,,,,,,
Kepler-81,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4500.0,116.0,-116.0,0.0,0.595,0.029,-0.029,0.0,,,,,,,,,,,,,,4.696,0.2,-0.2,0.0
Kepler-28,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,,4499.3,74.9,-74.9,0.0,0.664,0.013,-0.013,0.0,0.684,0.026,-0.026,0.0,,,,,,,,,,,,,
Kepler-388,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4498.0,200.0,-200.0,0.0,0.586,0.069,-0.069,0.0,,,,,,,,,,,,,,4.69,0.3,-0.3,0.0
K2-199,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,,4491.0,100.0,-100.0,0.0,0.682,0.014,-0.014,0.0,0.711,0.022,-0.024,0.0,-0.01,0.09,-0.09,0.0,[Fe/H],-0.73283,0.02286,-0.02413,0.0,,,,
Kepler-26,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4486.0,116.0,-116.0,0.0,0.571,0.027,-0.027,0.0,,,,,,,,,,,,,,4.733,0.2,-0.2,0.0
K2-128,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4469.51,171.97,-145.15,0.0,0.777569,0.076202,-0.060808,0.0,0.711248,0.071125,-0.071125,0.0,,,,,,,,,,,,,
Kepler-298,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4465.0,100.0,-100.0,0.0,0.582,0.025,-0.025,0.0,,,,,,,,,,,,,,4.709,0.15,-0.15,0.0
K2-55,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4456.0,148.0,-148.0,0.0,0.63,0.05,-0.05,0.0,0.696,0.047,-0.047,0.0,,,,,,,,,,4.673,0.05,-0.05,0.0
K2-35,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4402.71,95.55,-93.27,0.0,0.619575,0.028977,-0.028268,0.0,0.701968,0.070197,-0.070197,0.0,,,,,,,,,,,,,
TOI-1683,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,4402.0,,,0.0,0.7,,,0.0,0.694661,,,0.0,,,,,,,,,,4.59,,,0.0
HD 47536,<a refstr=SETIAWAN_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003A&A...398L..19S/abstract target=ref> Setiawan et al. 2003 </a>,K1 III,4380.0,,,0.0,23.47,1.97,-1.97,0.0,2.1,0.95,-0.95,0.0,,,,,,,,,,,,,
HD 1690,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4374.0,31.0,-31.0,0.0,21.66,6.18,-6.18,0.0,1.86,1.06,-1.06,0.0,-0.27,,,0.0,[Fe/H],,,,,2.04,0.03,-0.03,0.0
K2-130,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4356.47,196.73,-172.4,0.0,0.744261,0.111278,-0.077683,0.0,0.69563,0.069563,-0.069563,0.0,,,,,,,,,,,,,
Kepler-283,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4351.0,100.0,-100.0,0.0,0.566,0.024,-0.024,0.0,,,,,,,,,,,,,,4.721,0.15,-0.15,0.0
K2-212,<a refstr=DUCK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..136D/abstract target=ref>Duck et al. 2021</a>,,4349.0,50.0,-50.0,0.0,0.678,0.052,-0.047,0.0,0.622,0.02,-0.02,0.0,,,,,,,,,,4.72,0.1,-0.1,0.0
K2-116,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4348.35,86.1,-87.78,0.0,0.6694,0.030496,-0.029561,0.0,0.694512,0.069451,-0.069451,0.0,,,,,,,,,,,,,
Kepler-331,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4347.0,200.0,-200.0,0.0,0.492,0.047,-0.047,0.0,,,,,,,,,,,,,,4.768,0.3,-0.3,0.0
GJ 160.2,<a refstr=TUOMI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.1545T/abstract target=ref>Tuomi et al. 2014</a>,M0 V,4347.0,,,0.0,,,,,0.69,,,0.0,,,,,,-0.79588,,,0.0,,,,
TOI-1782,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,,4336.0,121.0,-121.0,0.0,0.669,0.056,-0.056,0.0,0.68,0.08,-0.08,0.0,,,,,,,,,,,,,
gam1 Leo,<a refstr=HAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...509A..24H/abstract target=ref> Han et al. 2010 </a>,,4330.0,15.0,-15.0,0.0,31.88,1.61,-1.61,0.0,1.23,0.21,-0.21,0.0,-0.51,0.05,-0.05,0.0,[Fe/H],,,,,1.59,,,0.0
K2-50,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4326.0,128.0,-128.0,0.0,0.546,0.05,-0.05,0.0,0.611,0.056,-0.056,0.0,,,,,,,,,,4.742,0.05,-0.05,0.0
HD 17092,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4326.0,148.0,-148.0,0.0,13.58,1.27,-1.27,0.0,6.73,2.24,-2.24,0.0,0.18,,,0.0,[Fe/H],,,,,3.0,0.12,-0.12,0.0
Kepler-205,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4321.0,100.0,-100.0,0.0,0.546,0.022,-0.022,0.0,,,,,,,,,,,,,,4.735,0.15,-0.15,0.0
K2-17,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,4320.0,56.0,-47.0,0.0,0.66,0.02,-0.03,0.0,0.71,0.02,-0.05,0.0,0.15,0.09,-0.22,0.0,[Fe/H],,,,,,,,
HD 11755,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4312.0,5.0,-5.0,0.0,20.58,2.27,-2.27,0.0,0.72,0.17,-0.17,0.0,-0.74,,,0.0,[Fe/H],,,,,1.67,0.03,-0.03,0.0
Kepler-1669,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4303.0,122.0,-122.0,0.0,0.714145,,,0.0,0.67,,,0.0,,,,,,-0.80265,,,0.0,4.55657,,,0.0
Kepler-970,<a refstr=BARBER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220608383B/abstract target=ref>Barber et al. 2022</a>,,4290.0,70.0,-70.0,0.0,0.71,0.03,-0.03,0.0,0.67,0.02,-0.02,0.0,0.04,0.09,-0.09,0.0,[Fe/H],-0.77469,0.02511,-0.02665,0.0,,,,
NGC 2682 Sand 364,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4284.0,9.0,-9.0,0.0,39.59,35.82,-35.82,0.0,9.06,16.45,-16.45,0.0,-0.02,,,0.0,[Fe/H],,,,,2.2,0.06,-0.06,0.0
Kepler-52,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4263.0,100.0,-100.0,0.0,0.556,0.021,-0.021,0.0,,,,,,,,,,,,,,4.729,0.15,-0.15,0.0
Kepler-395,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4262.0,100.0,-100.0,0.0,0.556,0.022,-0.022,0.0,,,,,,,,,,,,,,4.729,0.15,-0.15,0.0
Kepler-333,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4259.0,200.0,-200.0,0.0,0.534,0.054,-0.054,0.0,,,,,,,,,,,,,,4.732,0.3,-0.3,0.0
Kepler-267,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4258.0,100.0,-100.0,0.0,0.555,0.021,-0.021,0.0,,,,,,,,,,,,,,4.729,0.15,-0.15,0.0
Kepler-329,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4257.0,200.0,-200.0,0.0,0.523,0.052,-0.052,0.0,,,,,,,,,,,,,,4.74,0.3,-0.3,0.0
Kepler-235,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4255.0,100.0,-100.0,0.0,0.554,0.021,-0.021,0.0,,,,,,,,,,,,,,4.73,0.15,-0.15,0.0
Kepler-54,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4252.0,100.0,-100.0,0.0,0.554,0.021,-0.021,0.0,,,,,,,,,,,,,,4.73,0.15,-0.15,0.0
Kepler-49,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4252.0,100.0,-100.0,0.0,0.559,0.021,-0.021,0.0,,,,,,,,,,,,,,4.727,0.15,-0.15,0.0
Wendelstein-1,<a refstr=OBERMEIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A.130O/abstract target=ref>Obermeier et al. 2020</a>,K7 V,4251.0,175.0,-175.0,0.0,0.61,0.09,-0.09,0.0,0.65,0.1,-0.1,0.0,,,,,,,,,,,,,
V830 Tau,<a refstr=DONATI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3343D/abstract target=ref>Donati et al. 2017</a>,,4250.0,50.0,-50.0,0.0,2.0,0.2,-0.2,0.0,1.0,0.05,-0.05,0.0,,,,,,,,,,,,,
K2-21,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4222.06,88.15,-84.41,0.0,0.646783,0.028803,-0.028216,0.0,0.676023,0.067602,-0.067602,0.0,,,,,,,,,,,,,
HD 95127,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4218.0,30.0,-30.0,0.0,41.01,18.22,-18.22,0.0,3.7,4.16,-4.16,0.0,-0.18,,,0.0,[Fe/H],,,,,1.78,0.3,-0.3,0.0
11 UMi,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4213.0,46.0,-46.0,0.0,29.79,2.84,-2.84,0.0,2.78,0.69,-0.69,0.0,-0.02,,,0.0,[Fe/H],,,,,1.93,0.07,-0.07,0.0
Kepler-252,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4208.0,150.0,-150.0,0.0,0.549,0.032,-0.032,0.0,,,,,,,,,,,,,,4.721,0.2,-0.2,0.0
Kepler-316,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4204.0,200.0,-200.0,0.0,0.52,0.052,-0.052,0.0,,,,,,,,,,,,,,4.743,0.3,-0.3,0.0
NGC 2682 Sand 978,<a refstr=BRUCALASSI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..85B/abstract target=ref>Brucalassi et al. 2017</a>,K4 III,4200.0,21.0,-21.0,0.0,,,,,1.37,0.02,-0.02,0.0,,,,,,,,,,1.8,0.09,-0.09,0.0
GSC 06214-00210,<a refstr=LACHAPELLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,K7,4200.0,150.0,-150.0,0.0,,,,,0.9,0.1,-0.1,0.0,,,,,,-0.42,0.08,-0.08,0.0,,,,
TOI-2459,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,4195.0,124.0,-124.0,0.0,0.6751,0.063,-0.063,0.0,0.66,0.0763,-0.0763,0.0,,,,,,,,,,4.599,0.107,-0.107,0.0
LkCa 15,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4194.0,130.0,-130.0,0.0,1.60711,,,0.0,,,,,,,,,,,,,,,,,
K2-49,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4175.0,97.0,-97.0,0.0,0.45,0.12,-0.12,0.0,0.51,0.14,-0.14,0.0,,,,,,,,,,4.81,0.11,-0.11,0.0
HD 13189,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4175.0,33.0,-33.0,0.0,38.41,4.84,-4.84,0.0,2.24,0.88,-0.88,0.0,-0.37,,,0.0,[Fe/H],,,,,1.62,0.13,-0.13,0.0
HIP 71135,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,M1,4146.0,107.0,-110.0,0.0,,,,,0.66,0.04,-0.04,0.0,,,,,,,,,,,,,
K2-322,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,4141.0,96.0,-96.0,0.0,0.602,0.013,-0.013,0.0,0.63,0.033,-0.033,0.0,,,,,,,,,,4.677,0.041,-0.041,0.0
Kepler-1687,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4132.0,122.0,-122.0,0.0,0.726119,,,0.0,0.65,,,0.0,,,,,,-0.85865,,,0.0,4.52897,,,0.0
K2-69,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4127.0,190.0,-190.0,0.0,0.491,0.065,-0.065,0.0,0.551,0.071,-0.071,0.0,,,,,,,,,,4.786,0.06,-0.06,0.0
HD 211970,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,K7 V,4127.0,149.0,-94.0,0.0,,,,,0.61,0.04,-0.04,0.0,,,,,,,,,,,,,
K2-45,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4103.0,90.0,-90.0,0.0,0.445,0.066,-0.066,0.0,0.503,0.078,-0.078,0.0,,,,,,,,,,4.824,0.07,-0.07,0.0
TOI-2411,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,4099.0,123.0,-123.0,0.0,0.68,0.02,-0.02,0.0,0.65,0.02,-0.02,0.0,,,,,,,,,,4.59,0.03,-0.03,0.0
Kepler-120,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4096.0,150.0,-150.0,0.0,0.534,0.028,-0.028,0.0,,,,,,,,,,,,,,4.732,0.2,-0.2,0.0
IRAS 04125+2902,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024Natur.635..574B/abstract target=ref>Barber et al. 2024</a>,,4080.0,95.0,-95.0,0.0,1.45,0.1,-0.1,0.0,0.7,0.04,-0.04,0.0,,,,,,-0.33161,0.03662,-0.04,0.0,,,,
TOI-2427,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,4072.0,121.0,-121.0,0.0,0.65,0.02,-0.02,0.0,0.64,0.02,-0.02,0.0,,,,,,,,,,4.62,0.03,-0.03,0.0
1RXS J160929.1-210524,<a refstr=LACHAPELLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,K7 V,4060.0,300.0,-200.0,0.0,,,,,0.85,0.2,-0.1,0.0,,,,,,-0.37,0.15,-0.15,0.0,,,,
HD 24064,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4052.0,22.0,-22.0,0.0,40.0,4.2,-4.2,0.0,1.61,0.53,-0.53,0.0,-0.49,,,0.0,[Fe/H],,,,,1.44,0.11,-0.11,0.0
2MASS J22362452+4751425,<a refstr=BOWLER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...18B/abstract target=ref>Bowler et al. 2017</a>,K7 V,4045.0,35.0,-35.0,0.0,,,,,0.6,0.05,-0.05,0.0,,,,,,,,,,,,,
HIP 54373,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,K5 V,4021.0,226.0,-146.0,0.0,,,,,0.57,0.03,-0.03,0.0,,,,,,,,,,,,,
Kepler-61,<a refstr=BALLARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...773...98B/abstract target=ref> Ballard et al. 2013 </a>,K7 V,4017.0,68.0,-150.0,0.0,0.62,0.02,-0.05,0.0,0.635,0.037,-0.037,0.0,0.03,0.14,-0.14,0.0,[Fe/H],,,,,,,,
K2-4,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4014.73,173.12,-154.57,0.0,0.569359,0.049,-0.047474,0.0,0.635026,0.063503,-0.063503,0.0,,,,,,,,,,,,,
TOI-2768,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,M,4008.0,130.39,-130.39,0.0,0.657,0.069,-0.069,0.0,0.63,0.079,-0.079,0.0,,,,,,-0.99801,0.03472,-0.03773,0.0,4.5,,,-1.0
K2-71,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4006.0,133.0,-133.0,0.0,0.426,0.049,-0.049,0.0,0.477,0.063,-0.063,0.0,,,,,,,,,,4.852,0.062,-0.062,0.0
PDS 70,<a refstr=WANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..263W/abstract target=ref>Wang et al. 2020</a>,,3972.0,36.0,-36.0,0.0,,,,,,,,,,,,,,,,,,,,,
Kepler-303,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,3944.0,150.0,-150.0,0.0,0.485,0.025,-0.025,0.0,,,,,,,,,,,,,,4.768,0.2,-0.2,0.0
TOI-2274,<a refstr=PEL_AMP_AACUTE_EZ_TORRES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...690A..62P/abstract target=ref>Pel&aacute;ez-Torres et al. 2024</a>,M,3943.0,157.0,-157.0,0.0,0.631,0.019,-0.019,0.0,0.612,0.0202,-0.0202,0.0,,,,,,-1.06233,0.08595,-0.10727,0.0,4.5,,,-1.0
HD 96127,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,3943.0,23.0,-23.0,0.0,51.1,22.81,-22.81,0.0,10.94,10.02,-10.02,0.0,-0.24,,,0.0,[Fe/H],,,,,2.06,0.09,-0.09,0.0
HD 240237,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,3926.0,100.0,-100.0,0.0,71.23,17.07,-17.07,0.0,8.76,4.21,-4.21,0.0,-0.25,,,0.0,[Fe/H],,,,,1.67,0.01,-0.01,0.0
K2-326,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3924.0,51.0,-51.0,0.0,0.688,0.014,-0.014,0.0,0.507,0.051,-0.051,0.0,,,,,,,,,,4.462,0.059,-0.059,0.0
TOI-833,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3920.0,160.0,-160.0,0.0,0.6,0.02,-0.02,0.0,0.61,0.03,-0.03,0.0,,,,,,,,,,4.67,0.04,-0.04,0.0
NGTS-1,<a refstr=BAYLISS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.4467B/abstract target=ref>Bayliss et al. 2018</a>,M0.5,3916.0,71.0,-63.0,0.0,0.573,0.077,-0.077,0.0,0.617,0.023,-0.062,0.0,0.0,,,0.0,[M/H],,,,,4.71,0.23,-0.23,0.0
K2-83,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3910.0,49.0,-49.0,0.0,0.424,0.016,-0.016,0.0,0.484,0.02,-0.02,0.0,,,,,,,,,,4.863,0.05,-0.05,0.0
Kepler-353,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,3903.0,100.0,-100.0,0.0,0.504,0.016,-0.016,0.0,,,,,,,,,,,,,,4.751,0.1,-0.1,0.0
TOI-4342,<a refstr=TEY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230101370T/abstract target=ref>Tey et al. 2023</a>,M0 V,3901.0,69.0,-69.0,0.0,0.599,0.013,-0.013,0.0,0.6296,0.0086,-0.0086,0.0,,,,,,-1.12726,0.02981,-0.03201,0.0,4.6878,0.0086,-0.0096,0.0
HIP 12961,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,3901.0,175.0,-175.0,0.0,0.65,0.06,-0.06,0.0,0.69,0.19,-0.19,0.0,-0.14,,,0.0,[Fe/H],,,,,4.65,0.09,-0.09,0.0
Gl 378,<a refstr=HOBSON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..18H/abstract target=ref>Hobson et al. 2019</a>,M1,3879.0,67.0,-67.0,0.0,0.56,0.02,-0.02,0.0,0.56,0.01,-0.01,0.0,0.06,0.09,-0.09,0.0,[Fe/H],-1.22185,0.06695,-0.07918,0.0,,,,
TOI-1075,<a refstr=ESSACK_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221014901E/abstract target=ref>Essack et al. 2022</a>,K9 V/M0 V,3875.0,75.0,-75.0,0.0,0.581,0.024,-0.024,0.0,0.604,0.03,-0.03,0.0,-0.08,0.09,-0.09,0.0,[Fe/H],,,,,,,,
K2-417,<a refstr=INCHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523..474I/abstract target=ref>Incha et al. 2023</a>,M V,3861.0,77.0,-77.0,0.0,0.5776,0.004,-0.004,0.0,0.569,0.012,-0.012,0.0,,,,,,-1.20204,0.00686,-0.00697,0.0,4.67,0.014,-0.014,0.0
K2-318,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3851.0,83.0,-83.0,0.0,0.552,0.017,-0.017,0.0,0.561,0.05,-0.05,0.0,,,,,,,,,,4.701,0.07,-0.07,0.0
ROXs 12,<a refstr=KRAUS_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...20K/abstract target=ref> Kraus et al. 2014 </a>,M0,3850.0,100.0,-70.0,0.0,,,,,0.87,0.08,-0.08,0.0,,,,,,,,,,,,,
Kepler-1663,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3844.0,157.0,-157.0,0.0,0.62859,0.019505,-0.019505,0.0,0.610816,0.020743,-0.020743,0.0,,,,,,-1.10944,0.08866,-0.11153,0.0,4.62724,0.012206,-0.012206,0.0
