hostname,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim
K2-334,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,6502.0,132.0,-130.0,0.0,1.49,0.07,-0.06,0.0,1.36,0.05,-0.05,0.0,0.17,0.1,-0.1,0.0,[Fe/H],,,,,4.22,0.04,-0.04,0.0
Kepler-1936,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6501.0,179.0,-247.0,0.0,1.854,0.578,-0.578,0.0,1.419,0.21,-0.256,0.0,0.1,0.25,-0.3,0.0,[Fe/H],,,,,4.054,0.231,-0.189,0.0
Kepler-1112,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6496.0,147.03,-147.28,0.0,1.54,0.651,-0.264,0.0,1.34,0.211,-0.133,0.0,0.04,0.125,-0.153,0.0,[Fe/H],,,,,4.19,0.123,-0.24,0.0
Kepler-1394,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6481.0,65.36,-62.24,0.0,2.55,0.346,-0.391,0.0,1.64,0.091,-0.124,0.0,0.06,0.082,-0.049,0.0,[Fe/H],,,,,3.84,0.111,-0.085,0.0
NGTS-2,<a refstr=RAYNARD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.4960R/abstract target=ref>Raynard et al. 2018</a>,F5 V,6478.0,94.0,-89.0,0.0,1.702,0.047,-0.044,0.0,1.64,0.19,-0.22,0.0,-0.06,0.09,-0.09,0.0,[Fe/H],,,,,4.197,0.03,-0.059,0.0
Kepler-1713,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6477.0,103.0,-116.0,0.0,1.459,0.058,-0.086,0.0,1.3,0.059,-0.072,0.0,0.1,0.1,-0.15,0.0,[Fe/H],,,,,4.224,0.033,-0.027,0.0
KOI-7892,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6474.0,159.0,-250.0,0.0,1.242,0.38,-0.205,0.0,1.148,0.192,-0.157,0.0,-0.16,0.25,-0.3,0.0,[Fe/H],,,,,4.311,0.108,-0.201,0.0
Kepler-1764,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6461.0,158.0,-225.0,0.0,1.131,0.363,-0.121,0.0,1.162,0.164,-0.164,0.0,-0.14,0.25,-0.3,0.0,[Fe/H],,,,,4.396,0.067,-0.202,0.0
TOI-640,<a refstr=KNUDSTRUP_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671A.164K/abstract target=ref>Knudstrup et al. 2023</a>,,6460.0,130.0,-150.0,0.0,2.082,0.064,-0.058,0.0,1.536,0.069,-0.076,0.0,0.072,0.085,-0.076,0.0,[Fe/H],,,,,3.987,0.03,-0.036,0.0
Kepler-493,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6457.0,210.24,-229.75,0.0,1.54,0.509,-0.26,0.0,1.36,0.159,-0.143,0.0,0.11,0.153,-0.133,0.0,[Fe/H],,,,,4.19,0.117,-0.199,0.0
Kepler-1937,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6457.0,179.0,-246.0,0.0,1.196,0.428,-0.143,0.0,1.19,0.181,-0.163,0.0,-0.06,0.25,-0.3,0.0,[Fe/H],,,,,4.358,0.072,-0.217,0.0
Kepler-1807,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6455.0,175.0,-214.0,0.0,1.496,0.421,-0.421,0.0,1.087,0.174,-0.139,0.0,-0.36,0.25,-0.3,0.0,[Fe/H],,,,,4.125,0.252,-0.168,0.0
Kepler-1000,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6453.0,74.15,-73.42,0.0,1.51,0.08,-0.075,0.0,1.4,0.04,-0.04,0.0,0.35,0.055,-0.051,0.0,[Fe/H],,,,,4.23,0.033,-0.035,0.0
WASP-120,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,F5,6450.0,120.0,-120.0,0.0,1.87,0.11,-0.11,0.0,1.393,0.057,-0.057,0.0,-0.05,0.07,-0.07,0.0,[Fe/H],,,,,4.035,0.049,-0.049,0.0
Kepler-1345,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6449.0,123.48,-141.28,0.0,1.55,0.69,-0.299,0.0,1.32,0.222,-0.137,0.0,0.04,0.129,-0.168,0.0,[Fe/H],,,,,4.18,0.149,-0.248,0.0
CoRoT-11,<a refstr=GANDOLFI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..55G/abstract target=ref> Gandolfi et al. 2010 </a>,F6 V,6440.0,120.0,-120.0,0.0,1.37,0.03,-0.03,0.0,1.27,0.05,-0.05,0.0,-0.03,0.08,-0.08,0.0,[Fe/H],,,,,4.22,0.23,-0.23,0.0
Kepler-1622,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6436.0,154.47,-172.76,0.0,1.5,0.686,-0.255,0.0,1.31,0.22,-0.129,0.0,0.04,0.133,-0.145,0.0,[Fe/H],,,,,4.2,0.127,-0.256,0.0
Kepler-1533,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6431.0,243.97,-226.69,0.0,1.51,0.651,-0.296,0.0,1.31,0.216,-0.15,0.0,0.03,0.127,-0.159,0.0,[Fe/H],,,,,4.2,0.144,-0.243,0.0
WASP-90,<a refstr=WEST_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.126W/abstract target=ref>West et al. 2016</a>,F6,6430.0,130.0,-130.0,0.0,1.98,0.09,-0.09,0.0,1.55,0.1,-0.1,0.0,0.11,0.14,-0.14,0.0,[Fe/H],,,,,4.033,0.029,-0.029,0.0
Kepler-419,<a refstr=DAWSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...791...89D/abstract target=ref> Dawson et al. 2014</a>,,6430.0,79.0,-79.0,0.0,1.74,0.07,-0.07,0.0,1.39,0.08,-0.07,0.0,0.176,0.07,-0.07,0.0,[Fe/H],,,,,4.1,0.12,-0.12,0.0
Kepler-627,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6424.0,160.13,-213.39,0.0,1.49,0.64,-0.27,0.0,1.3,0.21,-0.137,0.0,0.05,0.126,-0.142,0.0,[Fe/H],,,,,4.21,0.133,-0.248,0.0
Kepler-1104,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6417.0,90.52,-84.06,0.0,1.41,0.149,-0.104,0.0,1.3,0.061,-0.051,0.0,0.13,0.097,-0.099,0.0,[Fe/H],,,,,4.25,0.055,-0.073,0.0
WASP-118,<a refstr=HAY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.3276H/abstract target=ref>Hay et al. 2016</a>,F6,6410.0,125.0,-125.0,0.0,1.696,0.029,-0.029,0.0,1.32,0.035,-0.035,0.0,0.16,0.1,-0.1,0.0,[Fe/H],,,,,4.1,0.012,-0.012,0.0
Kepler-76,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,,6409.0,95.0,-95.0,0.0,1.32,0.08,-0.08,0.0,1.2,0.2,-0.2,0.0,-0.1,0.2,-0.2,0.0,[Fe/H],,,,,4.2,0.3,-0.3,0.0
Kepler-521,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6406.0,90.67,-86.67,0.0,1.46,0.143,-0.106,0.0,1.34,0.063,-0.055,0.0,0.25,0.078,-0.084,0.0,[Fe/H],,,,,4.24,0.052,-0.07,0.0
WASP-194,<a refstr=SCHANCHE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250408091S/abstract target=ref>Schanche et al. 2025</a>,,6405.0,200.0,-200.0,0.0,1.409,0.09,-0.09,0.0,1.29,0.08,-0.08,0.0,0.0,0.25,-0.25,0.0,[Fe/H],,,,,4.27,0.5,-0.5,0.0
Kepler-1941,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6404.0,173.0,-192.0,0.0,1.142,0.327,-0.14,0.0,1.175,0.157,-0.157,0.0,-0.06,0.25,-0.3,0.0,[Fe/H],,,,,4.393,0.06,-0.18,0.0
Kepler-774,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6403.0,86.23,-76.7,0.0,2.42,0.339,-0.408,0.0,1.57,0.113,-0.136,0.0,0.04,0.076,-0.043,0.0,[Fe/H],,,,,3.87,0.123,-0.09,0.0
WASP-7,<a refstr=SOUTHWORTH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A...8S/abstract target=ref> Southworth et al. 2011 </a>,,6400.0,100.0,-100.0,0.0,1.432,0.092,-0.092,0.0,1.276,0.065,-0.065,0.0,0.0,0.1,-0.1,0.0,[Fe/H],,,,,4.232,0.047,-0.047,0.0
WASP-190,<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..141T/abstract target=ref>Temple et al. 2019</a>,F6 IV-V,6400.0,100.0,-100.0,0.0,1.6,0.1,-0.1,0.0,1.35,0.05,-0.05,0.0,-0.02,0.05,-0.05,0.0,[Fe/H],,,,,4.17,0.04,-0.04,0.0
Kepler-1442,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6394.0,77.0,-77.61,0.0,1.44,0.126,-0.095,0.0,1.34,0.054,-0.051,0.0,0.26,0.075,-0.084,0.0,[Fe/H],,,,,4.25,0.047,-0.06,0.0
Kepler-522,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6392.0,72.53,-64.51,0.0,1.98,0.431,-0.346,0.0,1.54,0.141,-0.109,0.0,0.41,0.038,-0.039,0.0,[Fe/H],,,,,4.04,0.134,-0.134,0.0
CoRoT-35,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,F6 V,6390.0,130.0,-130.0,0.0,1.65,0.1,-0.11,0.0,1.01,0.07,-0.06,0.0,-0.5,0.1,-0.1,0.0,[Fe/H],,,,,4.01,0.05,-0.05,0.0
Kepler-527,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6388.0,115.33,-136.67,0.0,1.45,0.687,-0.237,0.0,1.28,0.216,-0.117,0.0,0.03,0.122,-0.16,0.0,[Fe/H],,,,,4.22,0.125,-0.263,0.0
Kepler-1238,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6386.0,341.26,-299.46,0.0,1.48,0.65,-0.317,0.0,1.3,0.243,-0.181,0.0,0.05,0.13,-0.144,0.0,[Fe/H],,,,,4.21,0.153,-0.242,0.0
Kepler-791,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6383.0,218.04,-160.88,0.0,1.47,0.612,-0.251,0.0,1.3,0.208,-0.122,0.0,0.06,0.135,-0.142,0.0,[Fe/H],,,,,4.21,0.125,-0.239,0.0
HD 143105,<a refstr=H_EACUTE_BRARD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A.145H/abstract target=ref>H&eacute;brard et al. 2016</a>,F5,6380.0,60.0,-60.0,0.0,,,,,1.51,0.11,-0.11,0.0,0.15,0.04,-0.04,0.0,[Fe/H],,,,,4.37,0.04,-0.04,0.0
Kepler-1597,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6377.0,131.93,-114.19,0.0,1.39,0.615,-0.207,0.0,1.25,0.196,-0.111,0.0,0.02,0.125,-0.184,0.0,[Fe/H],,,,,4.24,0.113,-0.251,0.0
Kepler-1960,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6371.0,169.0,-207.0,0.0,1.072,0.312,-0.134,0.0,1.117,0.154,-0.154,0.0,-0.18,0.25,-0.3,0.0,[Fe/H],,,,,4.426,0.065,-0.195,0.0
Kepler-1383,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6370.0,285.54,-259.89,0.0,1.44,0.636,-0.29,0.0,1.26,0.24,-0.16,0.0,0.03,0.13,-0.173,0.0,[Fe/H],,,,,4.23,0.145,-0.248,0.0
Kepler-342,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6366.0,76.03,-66.63,0.0,1.34,0.115,-0.082,0.0,1.26,0.047,-0.04,0.0,0.12,0.09,-0.091,0.0,[Fe/H],,,,,4.28,0.046,-0.062,0.0
WASP-186,<a refstr=SCHANCHE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499..428S/abstract target=ref>Schanche et al. 2020</a>,F,6361.0,105.0,-82.0,0.0,1.47,0.02,-0.02,0.0,1.22,0.07,-0.08,0.0,-0.08,0.14,-0.14,0.0,[Fe/H],,,,,4.193,0.028,-0.029,0.0
HATS-12,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,6357.0,91.0,-91.0,0.0,1.17,0.07,-0.07,0.0,1.16,0.04,-0.04,0.0,-0.1,0.05,-0.05,0.0,[Fe/H],,,,,4.36,0.04,-0.04,0.0
Kepler-1435,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6356.0,74.81,-65.48,0.0,1.32,0.178,-0.114,0.0,1.21,0.063,-0.058,0.0,-0.03,0.088,-0.097,0.0,[Fe/H],,,,,4.28,0.072,-0.091,0.0
K2-258,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,6351.0,198.0,-228.0,0.0,1.31,0.03,-0.03,0.0,1.21,0.05,-0.08,0.0,0.01,0.15,-0.17,0.0,[Fe/H],,,,,4.29,0.03,-0.04,0.0
WASP-158,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,F6 V,6350.0,150.0,-150.0,0.0,1.39,0.18,-0.18,0.0,1.38,0.14,-0.14,0.0,0.24,0.1,-0.1,0.0,,,,,,4.3,0.05,-0.11,0.0
Kepler-853,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6350.0,60.54,-55.18,0.0,1.55,0.437,-0.245,0.0,1.3,0.139,-0.078,0.0,0.07,0.093,-0.079,0.0,[Fe/H],,,,,4.17,0.13,-0.169,0.0
Kepler-39,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,F7 V,6350.0,100.0,-100.0,0.0,1.4,0.1,-0.1,0.0,1.29,0.06,-0.07,0.0,0.1,0.14,-0.14,0.0,[Fe/H],,,,,4.4,0.15,-0.15,0.0
Kepler-1903,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6347.0,170.0,-207.0,0.0,0.996,0.319,-0.106,0.0,1.053,0.146,-0.146,0.0,-0.34,0.25,-0.3,0.0,[Fe/H],,,,,4.464,0.054,-0.216,0.0
Kepler-483,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6346.0,79.71,-73.37,0.0,1.47,0.312,-0.19,0.0,1.28,0.095,-0.067,0.0,0.09,0.091,-0.089,0.0,[Fe/H],,,,,4.21,0.103,-0.135,0.0
TOI-1859,<a refstr=DONG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230516495D/abstract target=ref>Dong et al. 2023</a>,,6341.0,68.0,-70.0,0.0,1.36,0.1,-0.12,0.0,1.287,0.061,-0.061,0.0,0.12,0.054,-0.056,0.0,[M/H],,,,,4.285,0.069,-0.067,0.0
Kepler-217,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6341.0,96.97,-88.1,0.0,1.76,0.463,-0.369,0.0,1.37,0.157,-0.124,0.0,0.09,0.123,-0.084,0.0,[Fe/H],,,,,4.08,0.165,-0.157,0.0
Kepler-31,<a refstr=FABRYCKY_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..114F/abstract target=ref> Fabrycky et al. 2012 </a>,,6340.0,200.0,-200.0,0.0,1.22,0.24,-0.24,0.0,1.21,0.17,-0.17,0.0,-0.076,0.4,-0.4,0.0,[Fe/H],,,,,4.696,0.3,-0.3,0.0
KIC 5437945,<a refstr=WANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815..127W/abstract target=ref>Wang et al. 2015</a>,,6340.0,176.0,-199.0,0.0,1.24,0.29,-0.29,0.0,1.07,0.17,-0.17,0.0,-0.38,0.28,-0.3,0.0,[Fe/H],,,,,4.16,0.22,-0.25,0.0
Kepler-1298,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6339.0,64.06,-65.86,0.0,2.0,0.339,-0.346,0.0,1.45,0.122,-0.112,0.0,0.13,0.09,-0.082,0.0,[Fe/H],,,,,4.0,0.129,-0.105,0.0
Kepler-1483,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6337.0,208.71,-223.77,0.0,1.4,0.604,-0.247,0.0,1.25,0.206,-0.139,0.0,0.04,0.132,-0.159,0.0,[Fe/H],,,,,4.24,0.129,-0.248,0.0
Kepler-930,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6335.0,273.34,-258.85,0.0,1.4,0.602,-0.268,0.0,1.25,0.224,-0.156,0.0,0.04,0.128,-0.156,0.0,[Fe/H],,,,,4.24,0.139,-0.24,0.0
Kepler-1421,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6335.0,73.18,-69.44,0.0,1.42,0.293,-0.162,0.0,1.25,0.094,-0.063,0.0,0.05,0.093,-0.094,0.0,[Fe/H],,,,,4.23,0.091,-0.129,0.0
Kepler-1340,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6331.0,166.81,-219.14,0.0,1.42,0.642,-0.247,0.0,1.27,0.201,-0.137,0.0,0.07,0.146,-0.139,0.0,[Fe/H],,,,,4.24,0.126,-0.259,0.0
NGTS-9,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,F8 V,6330.0,130.0,-130.0,0.0,1.38,0.04,-0.04,0.0,1.34,0.05,-0.05,0.0,0.31,0.15,-0.15,0.0,[Fe/H],,,,,4.37,0.2,-0.2,0.0
WASP-76,<a refstr=EHRENREICH_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.580..597E/abstract target=ref>Ehrenreich et al. 2020</a>,F7,6329.0,65.0,-65.0,0.0,1.756,0.071,-0.071,0.0,1.458,0.021,-0.021,0.0,0.366,0.053,-0.053,0.0,[Fe/H],,,,,4.196,0.106,-0.106,0.0
Kepler-1154,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6327.0,317.3,-262.85,0.0,1.43,0.647,-0.295,0.0,1.26,0.246,-0.162,0.0,0.04,0.14,-0.161,0.0,[Fe/H],,,,,4.23,0.151,-0.244,0.0
HD 106315,<a refstr=BARROS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..25B/abstract target=ref>Barros et al. 2017</a>,F5 V,6327.0,48.0,-48.0,0.0,1.296,0.058,-0.058,0.0,1.091,0.036,-0.036,0.0,-0.311,0.079,-0.079,0.0,[Fe/H],,,,,4.252,0.043,-0.043,0.0
OGLE-TR-211,<a refstr=UDALSKI_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482..299U/abstract target=ref> Udalski et al. 2008 </a>,,6325.0,91.0,-91.0,0.0,1.64,0.21,-0.07,0.0,1.33,0.05,-0.05,0.0,0.11,0.1,-0.1,0.0,[Fe/H],,,,,4.22,0.17,-0.17,0.0
Kepler-1640,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6324.0,102.05,-142.31,0.0,1.43,0.65,-0.211,0.0,1.27,0.207,-0.097,0.0,0.1,0.152,-0.132,0.0,[Fe/H],,,,,4.23,0.115,-0.26,0.0
Kepler-480,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6322.0,71.6,-65.0,0.0,1.34,0.14,-0.1,0.0,1.25,0.05,-0.042,0.0,0.11,0.094,-0.091,0.0,[Fe/H],,,,,4.28,0.058,-0.075,0.0
Kepler-1733,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6320.0,75.0,-88.0,0.0,1.252,0.212,-0.085,0.0,1.273,0.077,-0.085,0.0,0.24,0.15,-0.2,0.0,[Fe/H],,,,,4.347,0.032,-0.12,0.0
Kepler-1569,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6319.0,179.66,-219.91,0.0,1.4,0.61,-0.247,0.0,1.25,0.206,-0.129,0.0,0.06,0.132,-0.139,0.0,[Fe/H],,,,,4.24,0.132,-0.251,0.0
HD 89839,<a refstr=XIAO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023RAA....23e5022X/abstract target=ref>Xiao et al. 2023</a>,F7 V,6314.0,65.0,-65.0,0.0,,,,,1.21,0.03,-0.03,0.0,0.04,0.043,-0.043,0.0,[Fe/H],,,,,4.49,0.12,-0.12,0.0
Kepler-465,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6310.0,63.38,-60.38,0.0,1.29,0.107,-0.071,0.0,1.23,0.039,-0.034,0.0,0.09,0.082,-0.082,0.0,[Fe/H],,,,,4.31,0.044,-0.061,0.0
Kepler-1778,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6310.0,168.0,-205.0,0.0,1.095,0.313,-0.134,0.0,1.143,0.157,-0.157,0.0,-0.06,0.25,-0.3,0.0,[Fe/H],,,,,4.417,0.065,-0.195,0.0
HD 152843,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,G0,6310.0,100.0,-100.0,0.0,1.43,0.02,-0.02,0.0,1.15,0.04,-0.04,0.0,-0.16,0.05,-0.05,0.0,[Fe/H],,,,,4.19,0.03,-0.03,0.0
HD 148156,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,,6308.0,28.0,-28.0,0.0,1.21,0.03,-0.03,0.0,1.22,,,0.0,0.29,0.02,-0.02,0.0,[Fe/H],0.25042,,,0.0,4.56,0.07,-0.07,0.0
HD 221287,<a refstr=NAEF_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...470..721N/abstract target=ref> Naef et al. 2007 </a>,,6304.0,45.0,-45.0,0.0,,,,,1.25,0.1,-0.1,0.0,-0.03,0.05,-0.05,0.0,[Fe/H],0.22011,,,0.0,4.43,0.16,-0.16,0.0
