Seq	SIMBAD_ID	M	eM1	eM2	R	eR1	eR2	Teff	eTeff1	eTeff2	L	eL1	eL2	Meta	eMeta1	eMeta2	logg	elogg1	elogg2	rho	erho1	erho2	cutoff	class	type	pla	catalog	e_M	e_R	e_Teff	e_L	mode
315	EPIC206184719	1.44	0.06	0.06	2.78	0.08	0.08	5822	84	84	12.87	1.13826427749362	1.13826427749362	-0.02	0.11	0.11	3.706	0.013	0.013	0.016000718878892258	0.0015338290696814804	0.0015338290696814804	3.9777952	PMS	G		lund16	4.16666666666667	2.87769784172662	1.44280316042597	8.84432228044774	A
316	EPIC206189649	1.17	0.06	0.06	2.0	0.05	0.05	6082	78	78	8.906	1.59769482996764	1.59769482996764	-0.18	0.11	0.11	3.907	0.012	0.012	0.03491461564078454	0.0031722092449492905	0.0031722092449492905	3.8073652	MS	F		lund16	5.12820512820513	2.5	1.2824728707662	17.9395332356573	A
317	EPIC206201061	1.41	0.1	0.1	1.97	0.06	0.06	6589	71	71	5.989	0.54400862162162	0.54400862162162	-0.02	0.11	0.11	3.997	0.013	0.013	0.04402829065885453	0.0050925540856490165	0.0050925540856490165	3.4750267	MS	F		lund16	7.09219858156028	3.04568527918782	1.07755349825467	9.08346337655068	A
318	EPIC206245055	0.88	0.04	0.04	0.93	0.02	0.02	5835	71	71	1.027	0.0881553234679514	0.0881553234679514	-0.35	0.08	0.08	4.444	0.012	0.012	0.2611831871685108	0.020612709853448735	0.020612709853448735	3.9692737	MS	G		lund16	4.54545454545455	2.1505376344086	1.21679520137104	8.5837705421569	A
319	EPIC206289767	1.36	0.08	0.08	2.06	0.06	0.06	6368	78	78	6.726	0.567887631238488	0.567887631238488	0.04	0.11	0.11	3.94	0.013	0.013	0.037140576272420574	0.003912162449967166	0.003912162449967166	3.6198922	MS	F		lund16	5.88235294117647	2.9126213592233	1.2248743718593	8.44317025332275	A
320	EPIC206368174	1.32	0.08	0.08	1.78	0.05	0.05	6212	65	65	4.479	0.385317387049338	0.385317387049338	0.1	0.06	0.06	4.05	0.013	0.013	0.05587600081031094	0.005799937139289131	0.005799937139289131	3.7221502	MS	F		lund16	6.06060606060606	2.80898876404494	1.04636188023181	8.60275479011695	A
321	EPIC206371648	0.83	0.03	0.03	0.93	0.02	0.02	5549	65	65	1.218	0.192773285125266	0.192773285125266	-0.24	0.08	0.08	4.421	0.016	0.016	0.24634323335211808	0.018217346847239548	0.018217346847239548	4.1567467	MS	G		lund16	3.6144578313253	2.1505376344086	1.17138223103262	15.8270349035523	A
322	EPIC206445085	1.18	0.04	0.04	1.86	0.04	0.04	5718	71	71	3.478	0.303061164574273	0.303061164574273	0.26	0.11	0.11	3.968	0.011	0.011	0.04377786375835834	0.003190510165118931	0.003190510165118931	4.0459672	PMS	G		lund16	3.38983050847458	2.1505376344086	1.24169289961525	8.71366200616081	A
323	EPIC206453540	1.42	0.08	0.08	1.87	0.05	0.05	6524	78	78	6.053	0.502935081754122	0.502935081754122	-0.02	0.11	0.11	4.044	0.011	0.011	0.05184118443573888	0.0050815584106929015	0.0050815584106929015	3.5176342	MS	F		lund16	5.63380281690141	2.67379679144385	1.19558553034948	8.30885646380508	A
324	KIC10003270	1.416	0.207465659809039	0.103232746742494	2.362	0.114947814246292	0.0984784240328814	6594	69	69	9.847	0.935283684854657	0.935283684854657	-0.181	0.1	0.1	3.848	0.0221359436211787	0.0230867927612304	0.02565281116344777	0.0053059585432337535	0.0037138749904596243	3.4717492	MS	F		serenelli17	10.9709889319044	4.51791359608749	1.04640582347589	9.49815867629386	A
325	KIC10016239	1.264	0.0540370243444252	0.0596405902049938	1.298	0.0246981780704569	0.0255538646783613	6482	51	51	2.567	0.211327209888464	0.211327209888464	-0.005	0.1	0.1	4.312	0.010770329614269	0.010770329614269	0.13798579727448598	0.009840787833454365	0.010431005746094516	3.5451652	MS	F		serenelli17	4.49674108185993	1.93574895026264	0.786794199321197	8.23245850753659	A
326	KIC10018963	1.254	0.0445533388198909	0.046690470119715	1.965	0.0272029410174709	0.0284253408071038	6271	46	46	5.266	0.446821090674345	0.446821090674345	-0.219	0.1	0.1	3.949	0.0058309518948453	0.0058309518948453	0.039456745723319475	0.0021565013935261486	0.0022561716123235902	3.6834757	MS	F		serenelli17	3.63811040429051	1.41547790902226	0.733535321320364	8.48501881265373	A
327	KIC10019747	1.168	0.0509901951359278	0.0556057550978314	1.7	0.0292061637330205	0.0308058436014987	5769	65	65	2.721	0.231861813052369	0.231861813052369	0.204	0.1	0.1	4.044	0.0106301458127346	0.0106301458127346	0.056755436657236036	0.003833512246434378	0.004101283605899287	4.0125367	MS	G		serenelli17	4.56318280110271	1.76505903925056	1.12671173513607	8.52119856862805	A
328	KIC10024648	1.444	0.087692645073575	0.13729530217746	2.0	0.0504479930225178	0.0602079728939615	6409	157	157	5.875	0.502415649551589	0.502415649551589	-0.006	0.1	0.1	3.994	0.0143178210632764	0.0161554944214035	0.04309120084213066	0.004181014409846948	0.005650771110676592	3.5930167	MS	F		serenelli17	7.79044138680869	2.76639914791198	2.44968013730691	8.55175573704832	A
329	KIC10025841	1.121	0.133195345264014	0.0966488489326179	1.521	0.0945568612000208	0.0850940655980192	5738	187	187	3.181	0.271735078378362	0.271735078378362	0.197	0.1	0.1	4.127	0.0362215405525497	0.0392045915678253	0.0760552785272909	0.016818545614481296	0.014350692874115011	4.0328572	MS	G		serenelli17	10.251748180046	5.90568464161867	3.25897525270129	8.5424419483924	A
330	KIC10068307	1.469	0.0095	0.0209	2.0823	0.018	0.018	6132	77	77	6.294	0.2	0.173	-0.23	0.1	0.1	3.9666	0.0044	0.0044	0.03884215250855345	0.0010381361904275095	0.0011489212588943346	3.7745902	MS	F		silva17	1.03471749489449	0.864428756663305	1.25570776255708	2.96313949793454	A
331	KIC10070754	1.201	0.0552177507691141	0.056859475903318	1.284	0.0286356421265527	0.0286356421265527	6550	58	58	2.492	0.206873468067021	0.206873468067021	-0.21	0.099	0.099	4.299	0.0148660687473185	0.0148660687473185	0.1354438614698445	0.010995347410263178	0.011101254484565278	3.5005912	MS	F		serenelli17	4.66599611458918	2.23019019677202	0.885496183206107	8.3015035339896	A
332	KIC10074716	1.217	0.0742495791233863	0.0920869154657707	1.465	0.046518813398452	0.0456179789118282	6064	91	91	2.686	0.2247932580903	0.2247932580903	0.11	0.1	0.1	4.189	0.019313207915828	0.0202484567313166	0.09240364327738554	0.010452971556191421	0.011108440596995992	3.8191642	MS	F		serenelli17	6.83387405871639	3.14460042014608	1.50065963060686	8.36907141065898	A
333	KIC10079226	1.147	0.0470106370941726	0.0460977222864644	1.158	0.0170880074906351	0.0170880074906351	6078	50	50	1.666	0.139281472396433	0.139281472396433	0.106	0.099	0.099	4.37	0.0076157731058639	0.0076157731058639	0.1763393072879184	0.010638412535202216	0.01054356548300702	3.8099872	MS	F		serenelli17	4.05877765390746	1.47564831525346	0.822639025995393	8.36023243676071	A
334	KIC10081026	1.354	0.0781024967590666	0.0744043009509531	2.341	0.0922821759604746	0.0862844134244418	6503	61	61	10.56	0.966112970046765	0.966112970046765	-0.244	0.101	0.101	3.83	0.0223606797749979	0.0223606797749979	0.025195664338227217	0.003315190177389191	0.0031110501748575284	3.5313997	MS	F		serenelli17	5.63171335709083	3.81389554431688	0.938028602183608	9.14879706483679	A
335	KIC10088136	1.329	0.217635015565051	0.220204450454572	3.414	0.281753438310875	0.284429253066558	5301	83	83	8.371	0.782650863700183	0.782650863700183	-0.4	0.102	0.102	3.493	0.0271661554144122	0.0291547594742265	0.007973441666800432	0.002366862327055818	0.002391005095385758	4.3193107	PMS	G		serenelli17	16.4725156516036	8.29207222286808	1.56574231277118	9.34955039660952	A
336	KIC10118942	1.184	0.0617170964968379	0.0609590026165127	2.14	0.0608358446970205	0.0599332962550868	6362	61	61	6.26	0.57991786244829	0.57991786244829	-0.325	0.0721110255092798	0.0721110255092798	3.85	0.0164924225024706	0.0164924225024706	0.02884176095565687	0.002882799268124793	0.002842033721095751	3.6238252	MS	F	p	serenelli17	5.18057850985433	2.82170890075017	0.95881798176674	9.26386361738483	A
337	KIC10129349	1.381	0.0578013840664737	0.0570087712549569	1.534	0.041146081222882	0.0393573373083089	6699	56	56	4.248	0.367732674870185	0.367732674870185	0.045	0.1	0.1	4.206	0.0177200451466694	0.0177200451466694	0.09133326652786118	0.008284160065423596	0.00797715841874902	3.4029217	MS	F		serenelli17	4.15677607970422	2.62397061705316	0.83594566353187	8.65660722387442	A
338	KIC10130724	0.85	0.15	0.09	1.08	0.06	0.04	5648	70	70	4.802	1.39168643856667	1.39168643856667	0.32	0.15	0.15	4.306	0.022	0.016	0.16108646455869796	0.03910111262460189	0.0247238871073593	4.0918522	MS	G		C14sdss	14.1176470588235	4.62962962962963	1.23937677053824	28.9813918901848	A
339	KIC10130853	1.273	0.0778973683766018	0.0761577310586391	3.796	0.0901387818865997	0.0893084542470644	4945	78	78	8.318	0.8628803096092	0.8628803096092	0.316	0.099	0.099	3.383	0.0072801098892805	0.0072801098892805	0.005555986516277104	0.0005217657817266027	0.0005140639268208197	4.5526687	PMS	K		serenelli17	6.05086800609744	2.36363588163414	1.57735085945399	10.3736512335802	A
340	KIC10147635	1.467	0.0554707129934347	0.0468721665810319	2.688	0.0446542271235322	0.0414004830889689	6155	66	66	9.718	0.857439330910491	0.857439330910491	-0.035	0.1	0.1	3.746	0.0067082039324993	0.0067082039324993	0.018032407429738877	0.001128075292089043	0.0010130062448378426	3.7595137	MS	F		serenelli17	3.48816903798454	1.60072005603611	1.07229894394801	8.82320776816722	A
341	KIC10162436	1.413	0.0735527021937332	0.114061386980871	2.011	0.0418688428309166	0.0458039299623951	6346	108	108	5.258	0.435907811991826	0.435907811991826	-0.059	0.1	0.1	3.979	0.0094339811320566	0.0139283882771841	0.04147795544521153	0.003372458003901811	0.004386708699183215	3.6343132	MS	F		serenelli17	6.63885665869088	2.17983025343888	1.7018594390167	8.2903729933782	A
342	KIC10186764	1.305	0.0629682459657247	0.0698140387028282	1.709	0.0651920240520265	0.062393909959226	6488	74	74	3.867	0.346675421583137	0.346675421583137	-0.167	0.102	0.102	4.087	0.0231948270094864	0.0251793566240283	0.06241596856050388	0.007751769519007016	0.007608130493543381	3.5412322	MS	F		serenelli17	5.08744385703268	3.73276576978503	1.14056720098644	8.96497081932083	A
343	KIC10202294	1.18	0.21	0.11	1.88	0.08	0.07	5803	66	66	4.243	0.36646582595668	0.36646582595668	0.36	0.1	0.1	3.961	0.026	0.015	0.04239550865304635	0.009285381060983946	0.006168130833098313	3.9902497	MS	G		C14sdss	13.5593220338983	3.98936170212766	1.13734275374806	8.63695088278766	A
344	KIC10214328	1.23	0.085146931829632	0.0630317380372777	1.765	0.0539073278877742	0.051662365412358	6923	80	80	6.189	0.470228183233684	0.470228183233684	-0.584	0.102	0.102	4.033	0.0234093998214393	0.0206155281280883	0.05340505577449379	0.0061329056360257045	0.005429726942133981	3.2560897	MS	F		serenelli17	6.02352316532153	2.99064286969213	1.15556839520439	7.5978055135512	A
345	KIC10215584	1.068	0.060605280298007	0.0638200595424354	1.139	0.0290688837074973	0.0290688837074973	5995	57	57	1.78	0.157131504009564	0.157131504009564	-0.015	0.1	0.1	4.352	0.0170880074906351	0.0170880074906351	0.1725486124067608	0.016444025437203035	0.01675848837127833	3.8643937	MS	G		serenelli17	5.82515635957127	2.55214079960468	0.950792326939116	8.82761258480697	A
346	KIC10264660	1.39	0.1	0.1	2.08	0.07	0.07	6378	75	75				0.05	0.0721110255092798	0.0721110255092798				0.03687535297007035	0.004571495048473883	0.004571495048473883	3.6133372	MS	F	p	huber13	7.19424460431655	3.36538461538462	1.17591721542803	100.0	A
347	KIC10272858	1.389	0.0762758153020995	0.0730068489937759	3.636	0.0708025423272357	0.0684105255059483	5208	68	68	9.418	0.909557214636216	0.909557214636216	0.11	0.0721110255092798	0.0721110255092798	3.459	0.0072111025509279	0.0080622577482985	0.006898298972647285	0.0005530794525221	0.0005320459095211026	4.3802722	PMS	G	p	serenelli17	5.37374601497032	1.91437111981826	1.30568356374808	9.65764721423037	A
348	KIC10272923	1.205	0.101636607578175	0.0938616002420585	2.841	0.087091905479212	0.083240615086627	5078	74	74	4.783	0.461594140836099	0.461594140836099	0.061	0.102	0.102	3.611	0.0111803398874989	0.0111803398874989	0.012545406454410817	0.0015655123045250745	0.0014734136058704886	4.4654872	PMS	K		serenelli17	8.11195883071509	2.99775643375289	1.45726664040961	9.65072424913442	A
349	KIC10273246	1.287	0.0509901951359278	0.0544518135602479	2.147	0.029	0.0320156211871642	6342	59	59	6.403	0.567072115737085	0.567072115737085	-0.262	0.1	0.1	3.883	0.0078102496759066	0.0078102496759066	0.031045152983560295	0.001759387549871974	0.0019115633908426007	3.6369352	MS	F		serenelli17	4.09642613427256	1.4209506564314	0.930305897193314	8.85635039414471	A
350	KIC10290021	1.37	0.13	0.11	2.05	0.06	0.07	6215	56	56	6.234	0.534000492474451	0.534000492474451	0.06	0.15	0.1	3.955	0.014	0.015	0.03796386100652574	0.004908054178948658	0.0049412199117614885	3.7201837	MS	F		C14sdss	8.75912408759124	3.17073170731707	0.901045856798069	8.56593667748558	A
351	KIC10295224	1.475	0.0640702739185654	0.0640702739185654	2.613	0.0942549733435854	0.0885437744847146	6091	50	50	7.578	1.38268935046898	1.38268935046898	0.12	0.1	0.1	3.772	0.0200997512422418	0.0200997512422418	0.019737183635586686	0.0023014967713439315	0.0021819260486029314	3.8014657	PMS	F		serenelli17	4.34374738430952	3.4978711792633	0.820883270398949	18.2460985810106	A
352	KIC10319352	1.077	0.0622012861603359	0.060605280298007	1.483	0.0288444102037119	0.0366742416417845	5659	63	63	2.162	0.19153491573826	0.19153491573826	0.197	0.099	0.099	4.128	0.017464249196573	0.0165529453572468	0.07883219893959952	0.006472063855839468	0.007340553939652657	4.0846417	MS	G		serenelli17	5.7013262051227	2.20899028474364	1.11327089591801	8.85915428946622	A
353	KIC10322381	1.138	0.0687968022512675	0.0646374504447692	1.401	0.066098411478643	0.059464274989274	6464	63	63	2.627	0.213321387443824	0.213321387443824	-0.361	0.1	0.1	4.199	0.0280713376952364	0.0290688837074973	0.09879597393921873	0.015205534203769041	0.013774762864714808	3.5569642	MS	F		serenelli17	5.86266488119669	4.48118081612837	0.974628712871287	8.12034211815091	A
354	KIC10324098	1.326	0.172754160586656	0.0738173421358423	2.11	0.0813941029804985	0.060802960454241	6370	68	68	6.862	0.611014165471671	0.611014165471671	-0.118	0.101	0.101	3.912	0.0167630546142402	0.0158113883008419	0.03369826559400744	0.005872206888800712	0.0034649634609762656	3.6185812	MS	F		serenelli17	9.29756797596146	3.36959865959099	1.06750392464678	8.90431602261252	A
355	KIC10351059	1.47	0.0729177618965366	0.0722495674727538	1.819	0.0457930125674212	0.0449444101084885	6530	58	58	5.568	0.459300526153019	0.459300526153019	0.16	0.1	0.1	4.085	0.0139283882771841	0.0148660687473185	0.05830833338579886	0.005268601309817139	0.005185890846820112	3.5137012	MS	F		serenelli17	4.93766426426158	2.49415675304865	0.888208269525268	8.24893186338038	A
356	KIC10355856	1.347	0.0558659108938537	0.0530754180388624	1.738	0.0270185121722126	0.0264007575648882	6558	56	56	5.057	0.435711596721004	0.435711596721004	-0.152	0.1	0.1	4.087	0.0072111025509279	0.0072111025509279	0.06125332523973792	0.0038228907458556353	0.0036901156352549353	3.4953472	MS	F		serenelli17	4.0438503686977	1.5368029268441	0.853918877706618	8.61600942695282	A
357	KIC10385708	1.227	0.128160056179763	0.054561891462815	1.766	0.0488466989672793	0.0407062648740952	6036	55	55	3.7	0.318249775162472	0.318249775162472	0.121	0.1	0.1	4.033	0.0178885438199983	0.0152643375224737	0.0531843499854542	0.007094725345258727	0.0043724821397629066	3.8375182	MS	F		serenelli17	7.44588213702436	2.53547462744548	0.911199469847581	8.6013452746614	A
358	KIC10394814	1.128	0.077884529914483	0.0730821455623739	3.146	0.0866833317310774	0.084770277810091	5156	64	64	6.623	0.64517421606136	0.64517421606136	-0.199	0.101	0.101	3.494	0.0080622577482985	0.0080622577482985	0.00864857060964088	0.0009314871992505422	0.0008959573122496005	4.4143582	PMS	K		serenelli17	6.69178526049898	2.72494611476746	1.24127230411171	9.74141953890019	A
359	KIC10398597	1.47	0.0779358710735949	0.112538882169675	2.015	0.0784474346298207	0.0717843994193725	6412	65	65	6.768	0.567435482894059	0.567435482894059	0.112	0.1	0.1	3.991	0.0241867732448957	0.0241867732448957	0.04289469399891667	0.005501899892386699	0.0056391853725827985	3.5910502	MS	F		serenelli17	6.47873310351258	3.72783707318097	1.01372426699938	8.38409401439213	A
360	KIC10417911	1.145	0.0550090901579003	0.0550090901579003	1.901	0.0569209978830308	0.0550272659687904	5545	63	63	3.83	0.347679616677837	0.347679616677837	0.137	0.1	0.1	3.938	0.0152970585407784	0.0152970585407784	0.039789687360432875	0.004053314348915883	0.003948854966482019	4.1593687	PMS	G		serenelli17	4.80428735003496	2.94445722913785	1.13615870153291	9.0777967801002	A
361	KIC10454113	1.203	0.0384837628097877	0.0384837628097877	1.255	0.0134164078649987	0.0143178210632764	6197	45	45	2.627	0.230186565383304	0.230186565383304	-0.055	0.1	0.1	4.32	0.0053851648071345	0.0053851648071345	0.1452933845465807	0.00658149232255385	0.00680674162513211	3.7319827	MS	F		serenelli17	3.19898277720596	1.10494935969223	0.726157818299177	8.762335949117	A
362	KIC10462940	1.239	0.05060632371552	0.0522015325445528	1.271	0.0174928556845359	0.0174928556845359	6265	48	48	2.189	0.183679028296869	0.183679028296869	0.112	0.099	0.099	4.322	0.0072111025509279	0.0072111025509279	0.14406087404993653	0.008366787232982119	0.008498250977012949	3.6874087	MS	F		serenelli17	4.14882390072933	1.37630650547096	0.766161213088587	8.39100174951434	A
363	KIC10491771	1.299	0.0551543289325507	0.0537587202228624	1.511	0.043081318457076	0.0412310562561766	6601	48	48	3.72	0.300924684209658	0.300924684209658	-0.101	0.1	0.1	4.192	0.0189736659610103	0.0189736659610103	0.08989326377748705	0.0085842528314692	0.008245739193109353	3.4671607	MS	F		serenelli17	4.19218818919989	2.78995283630882	0.727162551128617	8.08937323144242	A
364	KIC10514430	1.059	0.04	0.021	1.59	0.015	0.018	5784	98	98	2.634	0.151	0.124	-0.114	0.0721110255092798	0.0721110255092798	4.061	0.004	0.004	0.06289497920144262	0.0029685375398078207	0.002473512812486811	4.0027042	MS	G	p	silva15	2.88007554296506	1.0377358490566	1.69432918395574	5.2201974183751	A
365	KIC10516096	1.0586	0.0494	0.0608	1.3986	0.024	0.021	5964	77	77	2.217	0.189	0.146	-0.11	0.1	0.1	4.169	0.011	0.0099	0.09237675634178195	0.006418593311227263	0.006742718804685785	3.8847142	MS	G		silva17	5.2049877196297	1.60875160875161	1.29107981220657	7.5552548488949	A
366	KIC10518551	1.25	0.0523259018078045	0.0574891294072192	2.08	0.0366196668472011	0.0382753184180093	6242	60	60	7.12	0.615406327362857	0.615406327362857	-0.267	0.101	0.101	3.898	0.0089442719099991	0.0098488578017961	0.0331612886421496	0.0022348684418299894	0.002382718414036765	3.7024852	MS	F		serenelli17	4.39260124860095	1.8003602227214	0.961230374879846	8.64334729442215	A
367	KIC10585852	1.34	0.1	0.1	3.55	0.1	0.1	5048	75	75	7.513	0.830821983668614	0.830821983668614	0.125	0.0721110255092798	0.0721110255092798				0.0071504130493828845	0.0008061471336911042	0.0008061471336911042	4.4851522	PMS	K	p	huber13	7.46268656716418	2.8169014084507	1.48573692551506	11.0584584542608	A
368	KIC10586004	1.178	0.021	0.03	1.653	0.009	0.012	5770	83	83	2.749	0.151	0.155	0.256	0.0721110255092798	0.0721110255092798	4.071	0.005	0.005	0.06226415813436063	0.0015054454133391047	0.0020864248169596895	4.0118812	MS	G	p	silva15	2.16468590831919	0.635208711433757	1.43847487001733	5.5656602400873	A
369	KIC10593351	1.59	0.0604400529450463	0.0586003412959345	3.071	0.0535350352572967	0.0535350352572967	5927	81	81	11.41	0.97035638213164	0.97035638213164	0.151	0.1	0.1	3.665	0.0058309518948453	0.0058309518948453	0.013105966867021928	0.0008473359367269488	0.0008385098099147293	3.9089677	PMS	G		serenelli17	3.74340862393021	1.74324439131542	1.36662729880209	8.50443805549203	A
370	KIC10593626	0.97	0.06	0.06	0.98	0.02	0.02	5642	50	50	0.6381	0.0573022765811835	0.0573022765811835	-0.202	0.0721110255092798	0.0721110255092798				0.24603953518379645	0.02141330300323759	0.02141330300323759	4.0957852	MS	G	p	huber13	6.18556701030928	2.04081632653061	0.886210563629919	8.98014050794288	A
371	KIC10610027	1.329	0.0626258732474047	0.0551543289325507	1.48	0.057567351858497	0.0528109837060436	6704	58	58	5.015	0.1028789500582	0.1028789500582	-0.041	0.1	0.1	4.222	0.0253179778023443	0.0263058928759318	0.09787036893597534	0.012316598463052386	0.011236717174919055	3.3996442	MS	F		serenelli17	4.43115884800434	3.72899782312637	0.865155131264916	2.05142472698305	A
372	KIC10644253	1.159	0.0447772263544762	0.0456946386351835	1.118	0.0136014705087354	0.014560219778561	6069	50	50	1.537	0.130345556857047	0.130345556857047	0.096	0.1	0.1	4.405	0.0067082039324993	0.0067082039324993	0.1980019265781449	0.010523378576999422	0.010990258841118641	3.8158867	MS	F		serenelli17	3.90301402026142	1.25946736526371	0.823858955346845	8.48051768751117	A
373	KIC10655953	1.262	0.0483321838943783	0.0501597448159378	1.267	0.0269258240356725	0.026	6594	61	61	2.301	0.193171468513318	0.193171468513318	-0.073	0.099	0.099	4.333	0.012369316876853	0.0133416640641263	0.1481292762665862	0.011016907181979653	0.010854687302351033	3.4717492	MS	F		serenelli17	3.90221587600301	2.08862762571715	0.925083409159842	8.39510945299078	A
374	KIC10666592	1.497	0.042	0.04	1.986	0.018	0.015	6350	80	80	5.754	0.304	0.322	0.203	0.0721110255092798	0.0721110255092798	4.017	0.007	0.009	0.04562422061060704	0.0017825352077162804	0.0015983960636671087	3.6316912	MS	F	p	silva15	2.73881095524382	0.830815709969789	1.25984251968504	5.43969412582551	A
